Time (HH:MM:SS),Spindle speed (RPM),Feed rate (mm/min),Depth of cut (mm),Cutting tool path x (mm),Cutting tool path y (mm)
00:09:19,1187,273.47,3.46,167.62,166.53
00:09:20,628,426.72,4.47,167.8,166.75
00:09:21,1262,571.63,1.56,168.06,167.24
00:09:22,2741,296.04,3.89,168.22,167.68
00:09:23,798,371.48,4.69,168.35,168.03
00:09:24,529,536.68,2.25,168.49,168.31
00:09:25,2158,346.61,4.29,168.68,168.78
00:09:26,1332,403.29,2.21,169.04,168.91
00:09:27,1212,207.5,2.43,169.35,169.11
00:09:28,1791,482.38,2.23,169.45,169.58
00:09:29,2322,566.36,4.9,169.57,169.77
00:09:30,2150,257.89,3.8,169.69,170.0
00:09:31,2542,491.98,3.66,170.07,170.32
00:09:32,819,409.9,3.45,170.42,170.51
00:09:33,2783,409.36,4.23,170.64,170.67
00:09:34,2301,240.9,3.77,171.12,170.83
00:09:35,2028,524.22,2.86,171.31,171.12
00:09:36,2097,146.63,4.91,171.69,171.28
00:09:37,2398,535.89,4.36,172.18,171.57
00:09:38,828,468.6,0.67,172.36,171.79
00:09:39,1888,135.85,1.36,172.84,172.01
00:09:40,1467,238.23,3.29,173.01,172.27
00:09:41,2340,350.17,2.11,173.19,172.66
00:09:42,2490,501.85,2.68,173.63,172.83
00:09:43,1070,478.29,3.86,173.84,173.09
00:09:44,1574,496.82,2.96,174.23,173.3
00:09:45,2729,323.9,4.33,174.52,173.66
00:09:46,1031,175.38,2.67,174.97,173.88
00:09:47,1750,552.96,1.87,175.33,174.07
00:09:48,1795,487.82,2.19,175.48,174.52
00:09:49,1830,306.52,4.56,175.93,174.75
00:09:50,2180,149.28,3.48,176.15,175.08
00:09:51,1756,444.63,2.16,176.49,175.28
00:09:52,911,361.6,3.09,176.67,175.49
00:09:53,786,549.22,4.94,177.02,175.74
00:09:54,2803,419.51,3.46,177.21,176.12
00:09:55,1124,417.45,2.41,177.44,176.36
00:09:56,1781,174.95,2.51,177.8,176.75
00:09:57,2513,389.9,2.35,178.03,177.03
00:09:58,1945,290.56,2.04,178.18,177.48
00:09:59,2562,214.68,1.02,178.36,177.64
00:10:00,1237,307.42,4.11,178.73,177.99
00:10:01,1800,593.1,4.35,179.19,178.41
00:10:02,1965,444.09,1.56,179.51,178.52
00:10:03,906,243.94,3.63,179.63,178.67
00:10:04,2367,414.25,1.5,179.91,178.82
00:10:05,669,340.24,3.36,180.05,178.95
00:10:06,2743,197.58,4.52,180.37,179.27
00:10:07,1701,195.08,3.28,180.86,179.75
00:10:08,704,403.88,0.73,181.23,180.12
00:10:09,1327,475.35,1.05,181.69,180.54
00:10:10,642,286.2,4.47,182.01,180.92
00:10:11,1458,242.58,4.0,182.42,181.15
00:10:12,1045,146.99,3.67,182.67,181.51
00:10:13,2542,281.0,4.42,183.11,181.88
00:10:14,1667,160.33,3.19,183.37,182.2
00:10:15,2958,419.19,0.72,183.78,182.68
00:10:16,1484,553.51,3.46,183.94,182.87
00:10:17,2433,322.57,3.57,184.31,183.01
00:10:18,935,431.97,3.59,184.66,183.41
00:10:19,1334,429.45,3.5,184.91,183.58
00:10:20,1831,578.37,0.94,185.12,183.95
00:10:21,517,156.79,4.77,185.39,184.06
00:10:22,2727,191.99,2.02,185.87,184.24
00:10:23,2363,267.97,4.66,186.14,184.41
00:10:24,2854,496.14,0.55,186.32,184.8
00:10:25,1214,138.99,0.67,186.76,185.08
00:10:26,1536,132.13,4.1,187.05,185.41
00:10:27,1544,501.23,3.15,187.34,185.87
00:10:28,2708,334.73,3.72,187.74,186.16
00:10:29,1967,223.06,1.06,188.01,186.43
00:10:30,2596,152.83,3.46,188.4,186.71
00:10:31,2552,465.63,3.52,188.75,187.19
00:10:32,2806,268.09,2.18,188.86,187.3
00:10:33,1296,135.11,3.62,189.05,187.49
00:10:34,801,411.42,1.43,189.35,187.9
00:10:35,1711,254.71,4.22,189.53,188.21
00:10:36,1549,174.47,2.41,189.91,188.43
00:10:37,2580,534.22,4.37,190.1,188.8
00:10:38,764,237.19,2.22,190.33,189.12
00:10:39,2723,230.57,4.19,190.53,189.32
00:10:40,2195,307.66,4.65,191.01,189.49
00:10:41,687,466.03,2.51,191.17,189.86
00:10:42,2477,515.89,4.44,191.65,190.16
00:10:43,2928,540.86,4.37,191.87,190.51
00:10:44,2795,297.1,0.86,192.34,190.76
00:10:45,1143,377.97,2.18,192.56,191.1
00:10:46,750,400.4,4.72,192.84,191.54
00:10:47,1639,267.68,4.33,193.06,191.69
00:10:48,658,588.34,1.18,193.46,191.95
00:10:49,2110,197.5,3.14,193.75,192.38
00:10:50,2385,545.27,2.12,193.88,192.88
00:10:51,1938,266.19,1.22,194.29,193.14
00:10:52,1698,328.43,1.87,194.63,193.49
00:10:53,1489,344.07,4.06,194.8,193.73
00:10:54,2363,301.6,4.63,195.13,194.02
00:10:55,2709,490.12,3.92,195.34,194.35
00:10:56,1213,261.79,3.37,195.53,194.68
00:10:57,1389,328.06,0.75,195.82,194.86
00:10:58,602,477.93,4.29,195.96,194.97
00:10:59,1701,546.17,1.22,196.22,195.27
00:11:00,2607,116.89,1.39,196.61,195.48
00:11:01,1715,505.65,4.39,197.04,195.74
00:11:02,1418,543.2,1.55,197.32,196.07
00:11:03,1450,531.21,2.84,197.45,196.5
00:11:04,1749,277.66,2.98,197.64,196.92
00:11:05,1776,139.66,3.26,197.83,197.14
00:11:06,806,377.85,1.01,197.99,197.35
00:11:07,1305,441.32,3.54,198.44,197.46
00:11:08,2206,324.69,3.86,198.75,197.84
00:11:09,1933,514.61,2.02,199.1,198.0
00:11:10,2370,278.56,0.79,199.2,198.31
00:11:11,515,279.46,2.87,199.41,198.57
00:11:12,1219,409.05,4.38,199.55,199.0
00:11:13,2422,460.81,3.98,200.0,199.21
00:11:14,614,566.55,1.33,200.48,199.53
00:11:15,1505,567.51,3.83,200.93,199.66
00:11:16,2005,224.44,0.6,201.33,199.83
00:11:17,1646,330.89,3.25,201.65,199.96
00:11:18,1554,225.55,1.71,202.05,200.44
00:11:19,1417,142.29,1.81,202.47,200.58
00:11:20,2453,139.15,3.83,202.61,201.08
00:11:21,2992,350.26,2.57,202.76,201.26
00:11:22,630,151.85,1.47,202.89,201.46
00:11:23,1409,167.36,4.02,203.15,201.87
00:11:24,2626,552.0,2.99,203.44,202.28
00:11:25,2429,125.56,3.17,203.9,202.49
00:11:26,1277,293.6,1.3,204.32,202.81
00:11:27,2857,175.55,4.32,204.68,203.16
00:11:28,2583,575.61,2.67,205.07,203.43
00:11:29,1881,283.78,2.23,205.29,203.85
00:11:30,2105,570.17,3.18,205.58,204.03
00:11:31,1714,106.45,2.11,205.84,204.24
00:11:32,685,289.16,3.06,206.31,204.7
00:11:33,2966,481.75,3.11,206.78,205.09
00:11:34,2017,361.39,2.88,206.96,205.25
00:11:35,1305,572.29,3.94,207.41,205.55
00:11:36,1373,579.28,1.32,207.7,205.68
00:11:37,547,150.15,3.56,207.93,206.06
00:11:38,2933,435.88,3.64,208.27,206.46
00:11:39,1027,285.94,3.35,208.68,206.93
00:11:40,2578,556.29,2.2,208.8,207.17
00:11:41,756,418.95,1.34,209.07,207.31
00:11:42,1674,366.81,2.85,209.42,207.45
00:11:43,1601,163.77,2.22,209.82,207.77
00:11:44,2219,446.89,3.51,210.18,207.93
00:11:45,2234,374.55,2.46,210.58,208.42
00:11:46,2714,350.44,3.14,210.7,208.85
00:11:47,1843,418.32,3.95,210.94,209.02
00:11:48,635,163.95,2.36,211.42,209.41
00:11:49,2055,392.24,4.3,211.71,209.7
00:11:50,2683,171.32,3.5,212.13,209.92
00:11:51,2808,504.6,4.63,212.61,210.07
00:11:52,697,489.72,1.87,212.78,210.37
00:11:53,2586,165.37,4.26,213.27,210.49
00:11:54,1025,225.35,4.61,213.53,210.61
00:11:55,2809,265.45,4.68,213.83,210.75
00:11:56,555,158.51,4.47,214.26,211.09
00:11:57,1743,482.07,1.93,214.68,211.48
00:11:58,1199,211.35,4.97,215.17,211.66
00:11:59,1781,394.57,1.92,215.43,212.01
00:12:00,1449,503.18,2.01,215.88,212.28
00:12:01,2666,484.67,1.44,216.34,212.44
00:12:02,2393,176.94,4.18,216.68,212.87
00:12:03,2302,548.85,3.8,217.01,213.11
00:12:04,2301,264.89,1.91,217.19,213.61
00:12:05,2325,208.37,0.51,217.66,213.87
00:12:06,624,226.4,4.35,217.79,213.98
00:12:07,2781,338.53,4.25,218.04,214.44
00:12:08,2850,573.78,1.03,218.41,214.71
00:12:09,521,404.07,1.81,218.59,215.13
00:12:10,541,359.92,1.95,219.07,215.58
00:12:11,648,130.08,4.53,219.42,215.78
00:12:12,2935,220.16,3.21,219.65,215.89
00:12:13,1423,564.79,1.6,219.84,216.19
00:12:14,1339,533.87,0.67,220.01,216.56
00:12:15,2355,553.18,4.57,220.5,216.69
00:12:16,574,469.98,4.45,220.98,217.05
00:12:17,1138,474.63,4.09,221.37,217.27
00:12:18,1840,352.04,1.66,221.55,217.63
00:12:19,2769,207.76,4.28,221.82,217.81
00:12:20,1181,463.77,2.64,222.02,217.93
00:12:21,2991,413.9,1.15,222.28,218.35
00:12:22,772,417.71,0.82,222.73,218.46
00:12:23,1354,334.93,2.56,223.16,218.82
00:12:24,1685,116.39,4.48,223.59,219.29
00:12:25,1404,498.73,2.68,223.72,219.76
00:12:26,1583,228.11,4.18,224.08,219.89
00:12:27,942,240.22,0.98,224.55,220.1
00:12:28,2074,204.4,3.7,224.72,220.56
00:12:29,802,264.27,3.4,225.13,221.05
00:12:30,2686,192.91,1.79,225.45,221.22
00:12:31,2981,349.5,1.06,225.88,221.6
00:12:32,2739,385.35,2.6,226.24,221.74
00:12:33,2168,473.19,1.94,226.55,221.87
00:12:34,2095,149.62,0.95,226.71,222.18
00:12:35,2246,510.57,1.86,227.14,222.5
00:12:36,2583,353.18,4.54,227.48,222.93
00:12:37,1118,339.64,1.47,227.62,223.35
00:12:38,2741,164.6,0.61,227.99,223.61
00:12:39,1291,546.76,3.79,228.21,223.91
00:12:40,1648,249.63,4.11,228.43,224.17
00:12:41,1448,569.87,3.23,228.83,224.3
00:12:42,2192,388.21,3.17,229.31,224.5
00:12:43,1353,509.86,2.05,229.69,224.66
00:12:44,785,259.7,2.32,230.08,224.81
00:12:45,2625,389.26,3.11,230.47,225.21
00:12:46,1131,235.99,4.69,230.76,225.54
00:12:47,2053,435.29,1.5,231.13,225.83
00:12:48,1976,196.75,0.8,231.55,225.96
00:12:49,869,414.13,3.91,231.74,226.28
00:12:50,1925,499.85,3.84,231.98,226.59
00:12:51,1881,298.71,2.28,232.3,226.74
00:12:52,2345,491.37,2.18,232.52,227.12
00:12:53,2034,127.04,2.39,232.98,227.49
00:12:54,1020,472.97,1.45,233.25,227.88
00:12:55,1446,196.99,3.88,233.43,228.29
00:12:56,2949,215.06,4.93,233.82,228.6
00:12:57,997,215.17,2.18,234.16,228.71
00:12:58,2558,391.51,2.88,234.61,229.02
00:12:59,824,202.62,4.71,234.96,229.24
00:13:00,1841,524.85,2.08,235.42,229.61
00:13:01,1836,481.55,3.11,235.9,229.77
00:13:02,2356,120.22,2.17,236.09,230.12
00:13:03,1821,546.38,4.16,236.25,230.55
00:13:04,1939,194.55,3.54,236.73,230.77
00:13:05,1673,347.03,2.6,237.05,231.22
00:13:06,2836,334.64,2.07,237.35,231.56
00:13:07,2972,243.68,3.74,237.45,231.89
00:13:08,2824,274.73,1.92,237.66,232.15
00:13:09,1608,268.7,3.23,237.96,232.37
00:13:10,2067,157.04,1.98,238.2,232.78
00:13:11,2103,131.31,0.89,238.42,232.97
00:13:12,1831,478.26,2.69,238.79,233.36
00:13:13,606,347.66,3.17,238.95,233.79
00:13:14,2462,302.98,3.06,239.3,234.12
00:13:15,795,224.62,2.27,239.45,234.3
00:13:16,1533,332.33,3.2,239.81,234.58
00:13:17,1144,151.7,1.2,240.17,234.72
00:13:18,2287,355.56,4.66,240.54,235.19
00:13:19,1176,230.34,1.61,240.71,235.57
00:13:20,1288,443.96,4.47,241.2,235.84
00:13:21,552,169.57,3.72,241.68,236.06
00:13:22,1218,326.85,2.63,242.11,236.45
00:13:23,1233,467.11,1.96,242.28,236.86
00:13:24,741,434.95,1.28,242.52,237.07
00:13:25,2267,102.48,4.58,242.81,237.33
00:13:26,1967,160.35,3.43,243.08,237.59
00:13:27,1075,244.87,3.78,243.3,237.86
00:13:28,2386,383.7,1.12,243.53,238.28
00:13:29,2033,201.01,3.3,243.7,238.46
00:13:30,879,288.26,3.42,244.17,238.63
00:13:31,986,452.31,2.86,244.27,238.86
00:13:32,2346,548.4,3.78,244.67,239.21
00:13:33,2232,150.73,1.51,245.02,239.6
00:13:34,1099,230.79,1.68,245.4,239.94
00:13:35,2128,313.14,1.8,245.63,240.4
00:13:36,2445,154.78,4.32,245.78,240.65
00:13:37,525,133.11,1.54,246.05,241.1
00:13:38,1928,591.45,3.33,246.54,241.23
00:13:39,1417,545.71,0.64,246.73,241.37
00:13:40,1503,305.29,0.52,246.95,241.7
00:13:41,2261,457.63,4.84,247.13,241.83
00:13:42,2442,139.29,2.95,247.51,242.05
00:13:43,1608,282.04,1.3,247.84,242.19
00:13:44,615,519.53,1.16,248.1,242.4
00:13:45,807,517.93,2.92,248.27,242.78
00:13:46,782,415.4,1.34,248.66,243.06
00:13:47,1902,448.05,3.18,249.14,243.44
00:13:48,2421,228.94,1.86,249.59,243.72
00:13:49,1518,463.14,3.84,249.73,244.12
00:13:50,1779,306.09,0.98,250.15,244.53
00:13:51,2877,305.3,3.36,250.54,244.93
00:13:52,1788,147.81,4.78,251.0,245.18
00:13:53,2316,454.05,2.25,251.24,245.6
00:13:54,1204,342.84,1.61,251.42,245.83
00:13:55,2758,173.12,0.52,251.84,245.96
00:13:56,628,450.51,4.12,252.14,246.25
00:13:57,875,587.48,1.23,252.28,246.52
00:13:58,1336,169.35,3.65,252.52,246.73
00:13:59,2290,485.19,1.23,252.98,247.04
00:14:00,2318,238.16,2.85,253.15,247.37
00:14:01,929,370.06,1.63,253.59,247.7
00:14:02,1455,352.28,5.0,253.86,247.84
00:14:03,2810,140.25,4.97,253.98,248.12
00:14:04,2096,493.75,0.69,254.32,248.26
00:14:05,1688,503.45,5.0,254.58,248.75
00:14:06,2366,147.49,4.09,254.84,249.12
00:14:07,676,363.28,2.17,255.21,249.39
00:14:08,996,101.14,2.46,255.69,249.81
00:14:09,1980,512.14,2.96,256.08,250.3
00:14:10,2669,264.23,1.04,256.31,250.76
00:14:11,2996,106.26,1.98,256.55,250.87
00:14:12,862,258.73,3.85,256.9,251.33
00:14:13,1630,176.03,2.03,257.13,251.64
00:14:14,913,247.15,4.09,257.62,252.08
00:14:15,2926,435.0,1.87,257.76,252.38
00:14:16,1927,469.95,3.32,258.16,252.69
00:14:17,1071,535.9,3.01,258.53,253.04
00:14:18,1036,168.51,4.35,259.02,253.24
00:14:19,2638,255.09,3.31,259.37,253.71
00:14:20,2651,590.71,1.3,259.79,254.01
00:14:21,1702,407.51,4.75,260.12,254.44
00:14:22,993,303.08,1.05,260.62,254.73
00:14:23,1166,291.83,1.56,260.76,255.08
00:14:24,2260,442.2,4.37,260.95,255.47
00:14:25,2958,115.93,2.63,261.16,255.64
00:14:26,1470,478.75,3.95,261.32,255.79
00:14:27,876,169.6,3.84,261.57,256.26
00:14:28,1312,416.04,1.78,261.68,256.52
00:14:29,513,326.49,3.56,261.83,256.91
00:14:30,2407,407.19,0.8,262.32,257.12
00:14:31,700,369.37,1.81,262.48,257.28
00:14:32,669,376.2,1.53,262.66,257.68
00:14:33,1875,546.15,2.07,263.01,258.13
00:14:34,2458,110.28,2.22,263.42,258.58
00:14:35,792,565.85,1.06,263.74,258.8
00:14:36,1879,493.24,4.03,264.22,259.0
00:14:37,1111,200.26,0.61,264.41,259.3
00:14:38,1254,308.65,3.47,264.78,259.46
00:14:39,1836,148.77,3.57,265.22,259.68
00:14:40,1617,171.74,3.93,265.62,259.91
00:14:41,2835,148.39,4.36,265.98,260.2
00:14:42,1435,326.45,1.52,266.15,260.57
00:14:43,2321,188.53,3.66,266.62,260.85
00:14:44,1460,116.74,3.15,266.95,261.2
00:14:45,2456,383.68,0.52,267.37,261.53
00:14:46,829,596.22,3.1,267.58,261.86
00:14:47,1587,330.84,1.99,267.94,262.27
00:14:48,1117,341.94,4.24,268.26,262.39
00:14:49,846,149.43,2.36,268.63,262.5
00:14:50,1730,233.81,3.54,268.9,262.6
00:14:51,749,329.93,3.05,269.01,262.79
00:14:52,1414,292.39,3.55,269.17,263.19
00:14:53,2580,403.41,1.31,269.56,263.61
00:14:54,1606,417.96,2.52,269.82,264.04
00:14:55,1285,443.69,1.32,270.25,264.46
00:14:56,580,279.17,4.85,270.59,264.92
00:14:57,891,411.23,1.08,271.05,265.27
00:14:58,1676,186.09,3.59,271.47,265.55
00:14:59,2138,110.43,1.1,271.61,265.91
00:15:00,593,403.24,4.45,271.86,266.29
00:15:01,669,392.33,3.08,272.14,266.58
00:15:02,1205,295.33,4.12,272.5,266.77
00:15:03,815,188.19,3.95,272.66,266.92
00:15:04,1758,167.67,4.76,272.93,267.1
00:15:05,1786,523.34,3.04,273.26,267.21
00:15:06,2716,589.78,0.94,273.44,267.41
00:15:07,1235,261.91,3.2,273.73,267.83
00:15:08,1015,152.84,2.87,274.12,268.11
00:15:09,751,536.45,0.55,274.43,268.34
00:15:10,1315,579.96,2.79,274.54,268.57
00:15:11,1068,301.74,3.59,274.93,268.89
00:15:12,1024,432.36,0.61,275.15,269.24
00:15:13,1998,450.49,3.71,275.3,269.68
00:15:14,1530,293.06,2.54,275.68,269.91
00:15:15,2474,238.66,4.11,275.87,270.12
00:15:16,2704,535.04,3.29,276.32,270.31
00:15:17,1055,160.34,1.56,276.59,270.78
00:15:18,865,536.62,2.85,276.88,271.13
00:15:19,868,364.31,0.83,277.37,271.38
00:15:20,2187,113.22,4.58,277.5,271.49
00:15:21,2511,316.02,4.03,277.65,271.62
00:15:22,2128,326.41,2.62,278.03,271.8
00:15:23,2777,350.84,3.36,278.38,272.05
00:15:24,1854,569.06,2.9,278.62,272.5
00:15:25,2184,455.32,4.1,279.05,272.71
00:15:26,2869,318.87,2.21,279.28,272.94
00:15:27,2406,336.47,3.55,279.5,273.31
00:15:28,1390,211.95,4.17,279.8,273.79
00:15:29,2763,429.91,4.72,280.1,274.25
00:15:30,1036,347.87,2.6,280.21,274.42
00:15:31,1519,507.67,4.73,280.39,274.83
00:15:32,1215,314.51,3.69,280.76,275.32
00:15:33,2229,321.29,4.33,280.88,275.44
00:15:34,1540,105.55,2.59,281.34,275.6
00:15:35,549,194.5,2.95,281.7,275.75
00:15:36,1917,294.51,4.14,282.06,276.16
00:15:37,2434,260.47,2.21,282.25,276.33
00:15:38,2781,425.27,0.51,282.44,276.45
00:15:39,1063,535.18,2.25,282.89,276.93
00:15:40,891,452.91,3.07,283.08,277.19
00:15:41,1801,546.73,2.89,283.28,277.49
00:15:42,2475,173.63,2.87,283.5,277.67
00:15:43,547,216.54,0.56,283.76,277.8
00:15:44,1797,237.06,2.61,284.25,278.21
00:15:45,1875,262.55,2.11,284.44,278.43
00:15:46,2382,140.89,4.33,284.57,278.89
00:15:47,2960,224.2,0.74,284.95,279.2
00:15:48,2159,560.01,4.59,285.43,279.66
00:15:49,2108,585.14,2.67,285.87,279.82
00:15:50,664,359.7,2.71,286.21,280.01
00:15:51,2786,135.68,4.6,286.36,280.17
00:15:52,1128,405.43,4.44,286.57,280.36
00:15:53,877,542.31,1.07,286.82,280.67
00:15:54,646,438.12,3.95,287.24,281.12
00:15:55,557,318.68,3.07,287.49,281.36
00:15:56,2706,556.29,2.79,287.86,281.71
00:15:57,845,429.55,2.64,288.17,282.15
00:15:58,721,555.19,1.14,288.67,282.64
00:15:59,2928,247.4,4.66,288.91,282.96
00:16:00,2681,279.68,4.74,289.25,283.4
00:16:01,2154,322.58,1.59,289.5,283.77
00:16:02,1176,201.47,2.64,289.93,284.01
00:16:03,1721,239.57,0.99,290.15,284.19
00:16:04,1713,345.97,3.88,290.38,284.56
00:16:05,1642,467.44,0.77,290.81,284.84
00:16:06,1043,302.06,1.67,291.04,285.08
00:16:07,2403,180.14,2.93,291.32,285.48
00:16:08,1026,550.69,3.94,291.47,285.62
00:16:09,1155,330.45,2.78,291.77,286.08
00:16:10,683,283.58,4.0,292.26,286.27
00:16:11,2435,550.41,4.98,292.64,286.38
00:16:12,1064,221.41,0.72,292.94,286.67
00:16:13,1076,500.92,0.94,293.25,286.96
00:16:14,1298,538.13,4.21,293.47,287.15
00:16:15,1515,219.32,3.93,293.86,287.38
00:16:16,1713,225.56,0.86,294.29,287.7
00:16:17,998,119.54,1.55,294.44,288.0
00:16:18,1975,502.04,1.07,294.77,288.2
00:16:19,2774,221.65,4.57,295.04,288.5
00:16:20,2699,284.39,3.88,295.15,288.73
00:16:21,1717,267.06,0.7,295.47,289.17
00:16:22,1134,214.47,1.14,295.64,289.42
00:16:23,1921,504.53,1.85,295.97,289.69
00:16:24,1907,146.17,3.04,296.08,289.8
00:16:25,884,446.97,1.74,296.21,290.3
00:16:26,1321,176.67,4.37,296.44,290.5
00:16:27,2284,212.07,2.44,296.7,290.98
00:16:28,990,513.2,2.76,296.82,291.39
00:16:29,2732,384.25,3.02,296.94,291.7
00:16:30,2642,121.97,0.64,297.39,291.89
00:16:31,1977,544.9,4.26,297.61,292.18
00:16:32,719,478.53,4.57,297.87,292.39
00:16:33,2655,215.22,1.02,298.32,292.53
00:16:34,2337,217.29,1.73,298.63,292.91
00:16:35,2329,386.73,3.41,299.09,293.13
00:16:36,2425,112.88,4.2,299.44,293.28
00:16:37,2125,561.89,4.01,299.87,293.46
00:16:38,1100,284.87,2.75,300.26,293.73
00:16:39,2102,378.9,4.76,300.39,294.03
00:16:40,2081,405.32,4.41,300.65,294.21
00:16:41,516,283.38,4.99,300.87,294.61
00:16:42,2350,565.82,3.77,301.2,294.86
00:16:43,1640,461.9,1.62,301.37,295.18
00:16:44,1402,511.11,3.5,301.64,295.62
00:16:45,2501,546.57,2.2,302.1,295.74
00:16:46,1322,231.98,1.59,302.57,295.87
00:16:47,2576,205.04,3.66,303.0,296.18
00:16:48,1036,580.64,2.68,303.23,296.68
00:16:49,2958,468.63,2.7,303.59,297.15
00:16:50,704,403.51,1.77,304.05,297.35
00:16:51,1458,574.81,1.46,304.34,297.47
00:16:52,2226,507.81,3.85,304.57,297.89
00:16:53,607,100.64,1.91,304.81,298.22
00:16:54,1978,100.35,4.98,305.18,298.51
00:16:55,2088,531.48,3.33,305.47,298.84
00:16:56,1604,402.19,2.42,305.63,299.26
00:16:57,890,483.29,2.12,305.73,299.51
00:16:58,1444,530.29,0.69,305.91,299.64
00:16:59,1505,445.65,0.61,306.03,299.83
00:17:00,1476,348.66,4.69,306.26,300.27
00:17:01,683,270.11,4.85,306.46,300.62
00:17:02,2784,295.87,1.05,306.6,300.74
00:17:03,2898,172.89,4.45,306.7,301.11
00:17:04,2259,311.2,1.93,306.86,301.52
00:17:05,2446,246.84,2.46,307.3,301.87
00:17:06,1699,544.08,1.62,307.78,302.31
00:17:07,2577,392.57,0.86,307.97,302.61
00:17:08,2780,102.36,1.39,308.4,302.87
00:17:09,2486,261.01,3.71,308.61,303.36
00:17:10,2992,484.37,0.78,308.89,303.62
00:17:11,1290,593.38,3.75,309.0,304.11
00:17:12,1900,553.66,3.1,309.13,304.52
00:17:13,1523,556.25,3.31,309.42,304.77
00:17:14,2506,134.49,4.9,309.77,305.25
00:17:15,1893,202.03,3.86,310.23,305.6
00:17:16,2049,367.43,1.09,310.51,306.06
00:17:17,2553,413.87,3.87,310.73,306.41
00:17:18,540,430.05,3.82,311.17,306.82
00:17:19,776,432.45,4.34,311.47,307.19
00:17:20,2463,348.59,1.31,311.84,307.54
00:17:21,538,357.1,1.51,312.26,307.93
00:17:22,1248,411.9,4.66,312.66,308.27
00:17:23,1463,525.1,0.7,313.01,308.58
00:17:24,1421,489.03,2.6,313.22,308.73
00:17:25,526,368.31,0.9,313.48,308.95
00:17:26,2985,496.17,1.96,313.94,309.33
00:17:27,2148,391.65,0.63,314.24,309.52
00:17:28,1095,513.68,2.66,314.44,309.91
00:17:29,2970,524.15,1.9,314.88,310.09
00:17:30,938,204.74,3.93,315.0,310.55
00:17:31,1196,138.72,4.43,315.16,310.92
00:17:32,969,512.68,3.04,315.29,311.41
00:17:33,1417,455.24,4.55,315.73,311.7
00:17:34,962,331.51,4.94,315.99,311.94
00:17:35,2181,591.13,2.49,316.11,312.29
00:17:36,1548,199.8,3.82,316.41,312.51
00:17:37,2400,584.5,4.7,316.57,312.73
00:17:38,510,215.3,0.99,316.7,313.06
00:17:39,1226,333.5,1.76,316.98,313.41
00:17:40,656,451.16,3.77,317.35,313.58
00:17:41,2238,241.67,2.95,317.66,314.02
00:17:42,1677,306.14,2.33,318.07,314.14
00:17:43,959,555.24,1.11,318.2,314.29
00:17:44,1446,241.39,4.4,318.39,314.56
00:17:45,2624,418.52,4.66,318.63,315.01
00:17:46,2328,598.65,3.55,319.05,315.3
00:17:47,1810,589.33,2.85,319.54,315.64
00:17:48,1045,308.41,2.93,319.68,315.91
00:17:49,2259,136.5,0.88,320.0,316.26
00:17:50,1119,270.41,2.77,320.28,316.38
00:17:51,630,311.24,3.95,320.49,316.76
00:17:52,513,470.39,3.43,320.61,317.14
00:17:53,2483,195.91,2.12,320.77,317.35
00:17:54,1096,445.47,3.75,320.88,317.6
00:17:55,2068,327.97,3.08,321.25,317.72
00:17:56,729,564.07,3.83,321.67,317.88
00:17:57,2469,458.92,4.35,321.99,318.27
00:17:58,2683,167.03,4.93,322.44,318.63
00:17:59,1813,573.7,3.44,322.77,318.94
00:18:00,2561,370.89,4.8,323.08,319.43
00:18:01,2148,160.78,2.67,323.44,319.86
00:18:02,2659,249.22,2.67,323.92,320.18
00:18:03,1900,188.43,2.89,324.33,320.47
00:18:04,2545,377.85,3.59,324.67,320.6
00:18:05,1616,456.04,1.24,325.06,320.96
00:18:06,2327,136.05,0.95,325.37,321.12
00:18:07,1550,204.82,0.65,325.56,321.29
00:18:08,2920,313.79,3.57,326.03,321.68
00:18:09,1037,372.27,1.56,326.37,321.79
00:18:10,2678,374.25,3.65,326.47,322.03
00:18:11,1329,323.78,1.45,326.97,322.31
00:18:12,2836,176.58,2.3,327.16,322.51
00:18:13,1942,250.06,4.76,327.42,322.99
00:18:14,2866,282.72,3.42,327.73,323.2
00:18:15,1763,138.47,3.84,328.04,323.62
00:18:16,613,370.21,1.44,328.18,324.06
00:18:17,788,178.64,3.24,328.46,324.4
00:18:18,632,564.38,3.1,328.95,324.74
00:18:19,690,322.76,3.29,329.24,324.97
00:18:20,2295,197.68,3.52,329.48,325.36
00:18:21,1893,360.27,4.29,329.7,325.5
00:18:22,2004,333.25,3.11,330.12,325.69
00:18:23,1278,567.78,4.53,330.56,326.11
00:18:24,1830,161.0,4.7,331.0,326.43
00:18:25,665,302.32,3.27,331.41,326.86
00:18:26,1265,425.14,1.88,331.63,327.0
00:18:27,2293,237.33,2.51,332.0,327.35
00:18:28,577,433.64,0.76,332.36,327.46
00:18:29,659,557.48,4.68,332.73,327.69
00:18:30,1254,396.78,2.78,333.15,328.02
00:18:31,2223,176.14,2.72,333.33,328.31
00:18:32,881,136.6,2.32,333.44,328.58
00:18:33,1395,225.96,3.8,333.6,328.92
00:18:34,1954,420.46,4.77,334.0,329.4
00:18:35,1723,161.75,4.26,334.28,329.62
00:18:36,1326,424.37,3.82,334.48,329.91
00:18:37,1523,416.39,2.89,334.92,330.06
00:18:38,2207,319.03,4.96,335.22,330.39
00:18:39,2188,220.85,0.89,335.63,330.7
